143;synthetic_refinery;2723.00;9.65;2105.00;2.11;0
143;radar_station;2715.00;9.88;2098.00;1.41;0
144;naval_base;2886.00;9.85;2224.00;-2.74;5792
144;naval_base;2925.00;9.50;2240.00;-3.61;8326
144;naval_base;2961.00;9.65;2240.00;-4.15;5765
144;bunker;2921.00;10.45;2227.00;4.03;0
144;bunker;2902.00;10.32;2231.00;3.59;0
144;bunker;2909.00;9.73;2240.00;0.33;0
144;bunker;2892.00;10.60;2201.00;1.53;0
144;bunker;2890.00;9.62;2228.00;5.65;0
144;bunker;2894.00;10.60;2211.00;5.06;0
144;bunker;2920.00;10.40;2210.00;6.26;0
144;bunker;2954.00;9.85;2232.00;0.48;0
144;bunker;2866.00;11.25;2214.00;2.04;0
144;coastal_bunker;2961.00;9.65;2240.00;-4.15;0
144;coastal_bunker;2910.00;10.23;2227.00;-2.76;0
144;synthetic_refinery;2937.00;10.73;2231.00;1.16;0
144;fuel_silo;2923.00;10.18;2216.00;5.28;0
144;radar_station;2936.00;10.35;2226.00;0.96;0
144;rocket_site;2898.00;10.55;2211.00;3.23;0
146;bunker;3008.00;9.98;2058.00;2.92;0
146;bunker;3006.00;9.80;2063.00;2.92;0
147;bunker;2985.00;10.53;2159.00;0.86;0
147;synthetic_refinery;2985.00;10.35;2155.00;1.97;0
147;fuel_silo;2988.00;10.40;2142.00;6.09;0
147;radar_station;2984.00;10.32;2150.00;1.91;0
147;rocket_site;2982.00;10.38;2150.00;4.03;0
148;air_base;2937.00;10.00;2149.00;0.86;0
148;bunker;2930.00;10.30;2187.00;5.59;0
148;bunker;2933.00;10.05;2204.00;4.03;0
148;bunker;2951.00;9.85;2212.00;1.87;0
148;bunker;2928.00;9.80;2149.00;6.10;0
148;bunker;2914.00;10.25;2185.00;4.54;0
148;bunker;2945.00;10.23;2186.00;5.65;0
148;bunker;2931.00;10.23;2166.00;2.04;0
148;bunker;2911.00;10.10;2167.00;5.06;0
148;bunker;2952.00;9.80;2194.00;4.10;0
148;bunker;2913.00;10.10;2181.00;2.55;0
148;bunker;2913.00;10.60;2194.00;2.65;0
148;synthetic_refinery;2963.00;9.95;2196.00;0.05;0
148;fuel_silo;2917.00;10.32;2186.00;2.71;0
148;radar_station;2938.00;10.10;2173.00;5.52;0
148;rocket_site;2909.00;10.45;2189.00;2.11;0
148;nuclear_reactor;2918.00;10.12;2171.00;4.78;0
149;bunker;2898.00;9.70;2082.00;2.48;0
149;bunker;2909.00;9.95;2074.00;5.06;0
149;radar_station;2903.00;9.75;2085.00;0.96;0
150;bunker;2942.00;9.75;2088.00;4.54;0
150;bunker;2944.00;9.70;2066.00;0.33;0
150;bunker;2954.00;9.78;2080.00;2.04;0
150;bunker;2947.00;9.65;2075.00;5.06;0
213;air_base;3075.00;10.07;2164.00;3.16;0
213;naval_base;3113.00;9.60;2189.00;-2.85;8379
213;naval_base;3023.00;9.50;2161.00;0.38;209
213;naval_base;3139.00;9.60;2174.00;-4.39;5713
213;naval_base;3040.00;9.50;2208.00;-3.34;5765
213;bunker;3105.00;9.95;2183.00;1.17;0
213;bunker;3044.00;10.48;2180.00;5.29;0
213;bunker;3065.00;10.10;2179.00;5.89;0
213;bunker;3035.00;9.98;2187.00;3.73;0
213;bunker;3012.00;9.82;2163.00;3.84;0
213;bunker;3072.00;9.70;2154.00;1.68;0
213;bunker;3050.00;9.62;2158.00;5.80;0
213;bunker;3130.00;10.00;2158.00;0.72;0
213;bunker;3095.00;10.12;2189.00;3.74;0
213;bunker;3067.00;10.20;2194.00;0.12;0
213;bunker;3093.00;9.88;2155.00;4.25;0
213;bunker;3079.00;10.03;2173.00;4.35;0
213;bunker;3040.00;9.93;2201.00;4.85;0
213;bunker;3129.00;9.98;2169.00;1.23;0
213;bunker;3116.00;10.25;2171.00;2.79;0
213;bunker;3088.00;10.23;2180.00;0.63;0
213;bunker;3040.00;10.25;2187.00;3.30;0
213;coastal_bunker;3127.00;9.60;2182.00;-4.29;0
213;coastal_bunker;3142.00;9.60;2166.00;-4.39;0
213;coastal_bunker;3020.00;9.50;2162.00;0.38;0
213;anti_air_building;3134.00;9.88;2162.00;2.86;0
213;anti_air_building;3067.00;10.23;2170.00;0.70;0
213;anti_air_building;3071.00;9.70;2154.00;1.91;0
213;synthetic_refinery;3097.00;9.93;2150.00;4.93;0
213;fuel_silo;3069.00;10.20;2166.00;1.31;0
213;radar_station;3076.00;10.25;2178.00;4.00;0
213;rocket_site;3063.00;10.10;2170.00;0.35;0
213;nuclear_reactor;3067.00;9.73;2154.00;3.37;0
214;industrial_complex;3190.00;10.07;2067.00;6.18;0
214;industrial_complex;3186.00;9.65;2091.00;1.10;0
214;industrial_complex;3200.00;9.95;2062.00;5.22;0
214;industrial_complex;3193.00;9.70;2103.00;3.06;0
214;industrial_complex;3179.00;9.60;2143.00;3.16;0
214;industrial_complex;3192.00;9.60;2093.00;1.00;0
214;air_base;3197.00;9.90;2075.00;3.67;0
214;naval_base;3153.00;9.60;2141.00;-3.05;2679
214;bunker;3178.00;9.60;2130.00;5.73;0
214;bunker;3192.00;9.65;2094.00;4.78;0
214;bunker;3183.00;10.10;2073.00;0.06;0
214;bunker;3223.00;10.05;2088.00;0.56;0
214;bunker;3203.00;9.88;2069.00;1.17;0
214;bunker;3172.00;9.80;2078.00;5.29;0
214;bunker;3162.00;9.82;2105.00;0.57;0
214;coastal_bunker;3136.00;9.50;2134.00;-3.05;0
214;dockyard;3146.00;9.60;2138.00;-3.05;0
214;radar_station;3196.00;9.70;2099.00;6.21;0
214;rocket_site;3182.00;9.60;2124.00;4.25;0
214;nuclear_reactor;3217.00;9.85;2080.00;4.35;0
215;naval_base;3056.00;9.50;2107.00;-4.07;0
215;bunker;3046.00;9.68;2088.00;0.56;0
215;bunker;3062.00;9.60;2095.00;0.57;0
215;coastal_bunker;3069.00;9.60;2098.00;-3.93;0
215;synthetic_refinery;3056.00;9.73;2094.00;0.12;0
216;air_base;3034.00;9.70;2062.00;0.65;0
216;bunker;3031.00;9.70;2049.00;2.12;0
216;bunker;3040.00;9.65;2055.00;6.24;0
216;bunker;3048.00;9.60;2061.00;1.68;0
216;bunker;3032.00;9.75;2059.00;0.12;0
248;bunker;3113.00;9.82;1981.00;1.10;0
248;fuel_silo;3116.00;9.88;1981.00;1.61;0
252;bunker;3194.00;9.85;1951.00;1.44;0
252;bunker;3186.00;9.95;1952.00;1.45;0
252;bunker;3197.00;9.93;1963.00;1.10;0
252;bunker;3183.00;9.90;1953.00;3.68;0
252;synthetic_refinery;3192.00;9.85;1944.00;0.13;0
253;bunker;3152.00;9.98;1958.00;5.73;0
256;bunker;3228.00;9.85;1952.00;4.11;0
262;nuclear_reactor;3259.00;9.80;2140.00;0.19;0
264;bunker;3040.00;9.68;2012.00;2.29;0
264;bunker;3039.00;9.68;2022.00;0.13;0
264;bunker;3058.00;9.90;2020.00;4.25;0
264;bunker;3048.00;9.80;2017.00;3.30;0
264;fuel_silo;3055.00;10.18;2009.00;0.19;0
331;coastal_bunker;1765.00;9.60;1839.00;-4.05;0
351;bunker;3149.00;10.00;2021.00;3.51;0
351;bunker;3159.00;9.80;2000.00;4.12;0
351;bunker;3169.00;9.95;2017.00;2.57;0
351;bunker;3185.00;9.82;2023.00;1.01;0
351;bunker;3163.00;10.00;2012.00;5.74;0
351;bunker;3158.00;10.00;2012.00;4.19;0
351;bunker;3141.00;10.00;2015.00;0.57;0
351;bunker;3195.00;10.15;2006.00;2.13;0
351;bunker;3175.00;9.90;2007.00;0.58;0
351;bunker;3195.00;10.05;2014.00;5.30;0
351;bunker;3148.00;10.07;2013.00;4.25;0
387;bunker;899.00;11.70;1773.00;1.38;0
387;bunker;911.00;12.88;1762.00;4.56;0
397;bunker;3339.00;10.10;2068.00;4.12;0
397;bunker;3277.00;10.00;2089.00;2.57;0
397;bunker;3280.00;9.80;2051.00;5.23;0
397;bunker;3319.00;9.88;2086.00;3.68;0
397;bunker;3264.00;9.98;2058.00;2.12;0
397;bunker;3338.00;9.80;2101.00;0.07;0
397;bunker;3370.00;9.80;2115.00;4.19;0
397;bunker;3271.00;9.98;2073.00;4.20;0
397;fuel_silo;3339.00;9.93;2096.00;1.09;0
397;radar_station;3335.00;9.90;2097.00;2.53;0
397;nuclear_reactor;3282.00;10.10;2088.00;3.15;0
398;air_base;3341.00;10.03;1981.00;1.55;0
398;bunker;3356.00;10.05;2029.00;3.52;0
398;bunker;3324.00;10.00;2028.00;4.72;0
398;bunker;3345.00;10.03;2041.00;4.12;0
398;bunker;3370.00;10.03;2018.00;0.50;0
398;bunker;3334.00;10.10;1993.00;2.06;0
398;bunker;3357.00;9.95;1997.00;6.19;0
398;bunker;3350.00;9.93;2025.00;2.57;0
398;bunker;3382.00;10.25;2038.00;1.01;0
398;bunker;3346.00;10.10;1997.00;0.41;0
398;bunker;3338.00;9.98;2012.00;2.12;0
398;bunker;3329.00;10.00;2008.00;4.29;0
398;bunker;3336.00;9.80;2037.00;2.13;0
398;bunker;3343.00;10.03;1991.00;1.18;0
398;bunker;3364.00;9.88;1984.00;4.20;0
398;synthetic_refinery;3357.00;9.90;2006.00;4.35;0
398;fuel_silo;3389.00;10.28;2038.00;1.09;0
398;radar_station;3351.00;10.07;1995.00;2.53;0
398;rocket_site;3347.00;9.93;2029.00;0.13;0
398;nuclear_reactor;3366.00;9.93;2051.00;3.15;0
399;air_base;3290.00;9.93;1992.00;3.52;0
399;bunker;3296.00;10.10;2004.00;5.23;0
399;bunker;3287.00;9.88;1975.00;6.25;0
399;bunker;3300.00;10.03;2015.00;4.20;0
399;bunker;3319.00;10.20;1976.00;1.69;0
399;bunker;3315.00;10.15;1987.00;4.86;0
399;rocket_site;3307.00;10.20;1988.00;3.32;0
400;bunker;3259.00;9.95;2014.00;4.12;0
400;bunker;3267.00;9.85;2017.00;0.50;0
400;bunker;3236.00;9.88;2014.00;2.06;0
400;bunker;3257.00;10.12;2002.00;5.23;0
400;bunker;3233.00;9.98;2033.00;3.68;0
400;bunker;3226.00;10.00;2008.00;2.12;0
400;bunker;3206.00;9.98;2007.00;4.19;0
400;bunker;3224.00;9.82;2018.00;1.18;0
400;bunker;3254.00;10.05;1994.00;4.20;0
400;bunker;3252.00;10.07;2001.00;0.58;0
400;bunker;3276.00;10.05;2017.00;4.70;0
400;bunker;3236.00;9.98;2019.00;5.31;0
400;bunker;3291.00;10.03;2020.00;1.09;0
400;bunker;3213.00;9.90;2020.00;3.75;0
400;bunker;3272.00;10.10;2006.00;3.15;0
400;bunker;3223.00;10.07;2002.00;0.14;0
400;bunker;3269.00;10.05;1995.00;2.80;0
400;fuel_silo;3222.00;10.00;2014.00;1.16;0
402;bunker;3446.00;9.70;1773.00;3.69;0
402;bunker;3457.00;9.90;1809.00;4.19;0
402;bunker;3406.00;10.38;1820.00;1.69;0
403;bunker;3522.00;9.60;1990.00;4.63;0
403;bunker;3570.00;9.78;2008.00;3.68;0
403;bunker;3517.00;9.60;1981.00;3.69;0
403;bunker;3569.00;9.80;1988.00;0.07;0
403;bunker;3550.00;9.75;1990.00;6.25;0
403;synthetic_refinery;3568.00;9.73;2004.00;4.35;0
403;fuel_silo;3537.00;9.80;1975.00;1.09;0
403;radar_station;3548.00;9.68;1965.00;2.53;0
403;rocket_site;3547.00;9.60;2000.00;0.13;0
404;air_base;3500.00;10.60;1775.00;4.63;0
404;bunker;3540.00;10.73;1775.00;1.01;0
404;bunker;3507.00;10.35;1811.00;3.68;0
404;bunker;3526.00;10.40;1761.00;0.41;0
404;bunker;3486.00;10.10;1778.00;5.74;0
404;bunker;3505.00;10.40;1796.00;4.29;0
404;bunker;3499.00;10.57;1774.00;2.13;0
404;bunker;3559.00;10.95;1794.00;3.75;0
404;bunker;3484.00;10.00;1797.00;3.15;0
404;bunker;3533.00;10.40;1756.00;4.36;0
404;bunker;3472.00;9.80;1819.00;4.86;0
404;bunker;3531.00;10.88;1778.00;2.71;0
404;synthetic_refinery;3536.00;10.38;1750.00;1.16;0
404;fuel_silo;3505.00;10.73;1778.00;2.36;0
404;rocket_site;3519.00;10.50;1759.00;1.76;0
404;nuclear_reactor;3492.00;10.15;1781.00;4.43;0
463;naval_base;390.00;9.50;2014.00;0.83;3253
463;bunker;427.00;9.70;2052.00;3.83;0
463;coastal_bunker;387.00;9.65;2009.00;0.83;0
463;dockyard;380.00;9.50;2001.00;-4.30;0
467;bunker;1152.00;9.73;1859.00;3.82;0
467;bunker;1175.00;10.00;1901.00;5.99;0
467;nuclear_reactor;1122.00;10.05;1877.00;3.55;0
469;bunker;1081.00;10.62;1909.00;3.32;0
469;bunker;1087.00;10.93;1862.00;5.38;0
469;bunker;1053.00;10.60;1912.00;5.99;0
469;bunker;1012.00;10.55;1942.00;2.27;0
469;bunker;1007.00;11.20;1868.00;4.94;0
469;synthetic_refinery;1013.00;11.18;1906.00;6.06;0
469;fuel_silo;1009.00;10.80;1947.00;2.44;0
469;radar_station;1060.00;10.90;1899.00;4.80;0
469;rocket_site;1040.00;10.78;1904.00;1.83;0
470;air_base;936.00;10.88;1960.00;1.16;0
470;bunker;988.00;10.82;1927.00;2.27;0
470;bunker;927.00;11.53;1941.00;1.32;0
470;bunker;960.00;11.48;1894.00;4.34;0
470;bunker;936.00;11.43;1885.00;3.99;0
470;bunker;996.00;11.23;1880.00;3.39;0
470;radar_station;939.00;11.43;1899.00;2.17;0
472;bunker;992.00;10.40;2025.00;3.55;0
473;bunker;819.00;11.75;1856.00;1.83;0
473;bunker;746.00;12.70;1902.00;6.12;0
473;fuel_silo;757.00;13.07;1902.00;4.64;0
514;nuclear_reactor;2622.00;10.38;1449.00;3.83;0
516;air_base;3868.00;10.05;2333.00;0.65;0
516;bunker;4100.00;10.40;2264.00;3.32;0
516;bunker;3911.00;10.45;2326.00;5.98;0
516;bunker;3812.00;9.70;2091.00;1.77;0
516;bunker;3982.00;10.35;2094.00;3.32;0
516;bunker;3761.00;9.75;2293.00;3.83;0
516;bunker;3818.00;10.55;2199.00;0.21;0
516;bunker;4039.00;10.88;2151.00;3.23;0
516;bunker;4110.00;10.85;2125.00;2.27;0
516;bunker;3859.00;10.60;2130.00;4.94;0
516;fuel_silo;4154.00;10.28;2200.00;4.94;0
516;radar_station;3959.00;9.70;2322.00;0.65;0
516;rocket_site;4159.00;9.60;2349.00;3.99;0
516;nuclear_reactor;3915.00;10.28;2339.00;1.83;0
562;air_base;4592.00;13.20;2034.00;0.15;0
562;bunker;4747.00;10.48;2059.00;1.17;0
562;bunker;4658.00;12.30;2052.00;5.39;0
562;bunker;4533.00;12.90;2035.00;4.44;0
562;bunker;4475.00;10.90;1967.00;2.27;0
562;bunker;4475.00;11.00;1991.00;2.88;0
562;synthetic_refinery;4656.00;11.82;2056.00;2.95;0
562;nuclear_reactor;4533.00;11.35;2011.00;1.39;0
563;bunker;4220.00;12.12;1873.00;2.38;0
563;bunker;4228.00;12.48;1886.00;4.44;0
563;bunker;4250.00;11.88;1877.00;2.88;0
563;bunker;4267.00;13.73;1931.00;0.72;0
563;radar_station;4228.00;11.98;1867.00;0.79;0
565;air_base;4196.00;13.53;1942.00;5.38;0
565;bunker;4196.00;13.30;1928.00;2.27;0
566;bunker;4064.00;11.32;1900.00;5.55;0
566;synthetic_refinery;4037.00;11.60;1897.00;5.46;0
567;bunker;3999.00;10.50;1967.00;1.77;0
567;bunker;3961.00;10.82;1911.00;3.84;0
567;bunker;3955.00;10.30;1926.00;1.23;0
567;bunker;3975.00;10.43;1956.00;1.33;0
567;synthetic_refinery;3977.00;10.75;1945.00;3.90;0
568;bunker;3841.00;10.70;1910.00;2.88;0
568;bunker;3856.00;10.10;1947.00;0.72;0
568;fuel_silo;3851.00;10.10;1947.00;5.55;0
568;rocket_site;3865.00;11.05;1905.00;1.23;0
569;fuel_silo;3811.00;10.88;1915.00;5.11;0
570;bunker;3679.00;9.80;1929.00;1.23;0
570;bunker;3664.00;9.80;1939.00;4.51;0
570;nuclear_reactor;3674.00;9.80;1932.00;3.46;0
571;air_base;3619.00;9.75;1948.00;0.72;0
571;bunker;3625.00;9.80;1966.00;4.94;0
571;bunker;3623.00;9.80;1946.00;5.46;0
571;synthetic_refinery;3617.00;9.88;1957.00;2.95;0
571;rocket_site;3598.00;9.80;1964.00;5.01;0
572;bunker;3472.00;9.85;1950.00;5.46;0
572;bunker;3440.00;10.05;1944.00;6.06;0
572;rocket_site;3446.00;9.95;1948.00;1.39;0
574;air_base;4370.00;10.28;2046.00;3.39;0
574;bunker;4285.00;10.45;2029.00;1.33;0
574;bunker;4339.00;10.10;2046.00;4.51;0
574;bunker;4382.00;10.57;2025.00;2.95;0
574;bunker;4415.00;10.43;2021.00;0.89;0
574;bunker;4334.00;10.80;1993.00;5.01;0
574;bunker;4313.00;10.80;2009.00;4.42;0
574;bunker;4347.00;12.73;1965.00;5.62;0
574;bunker;4275.00;10.68;1986.00;3.97;0
574;bunker;4401.00;13.40;1966.00;1.91;0
574;bunker;4377.00;10.88;2005.00;3.63;0
574;radar_station;4351.00;12.32;1976.00;2.92;0
574;rocket_site;4361.00;10.57;2024.00;0.87;0
575;air_base;4200.00;10.43;2036.00;1.33;0
575;bunker;4138.00;10.57;1994.00;5.01;0
575;bunker;4087.00;10.55;2044.00;1.39;0
575;bunker;4070.00;10.98;1984.00;4.42;0
575;bunker;4171.00;10.53;2027.00;5.62;0
575;synthetic_refinery;4132.00;10.62;2041.00;4.07;0
575;fuel_silo;4159.00;10.48;2042.00;1.91;0
575;radar_station;4138.00;10.62;2006.00;2.73;0
576;air_base;3847.00;10.30;2048.00;1.84;0
576;bunker;3928.00;11.23;2054.00;4.42;0
576;bunker;4010.00;10.60;2029.00;3.46;0
576;bunker;3945.00;10.60;2004.00;5.02;0
576;bunker;3908.00;11.12;2001.00;4.07;0
576;bunker;3855.00;10.70;2019.00;1.91;0
576;anti_air_building;3856.00;10.50;2072.00;2.01;0
576;anti_air_building;3874.00;10.73;2011.00;6.13;0
576;anti_air_building;3841.00;9.68;2042.00;3.97;0
576;fuel_silo;4024.00;10.57;2026.00;1.91;0
576;radar_station;3942.00;10.60;2025.00;2.69;0
576;rocket_site;3986.00;10.57;2034.00;0.96;0
576;nuclear_reactor;3893.00;10.85;2074.00;3.63;0
577;bunker;3692.00;9.75;2053.00;5.11;0
577;bunker;3745.00;9.80;2041.00;4.51;0
577;bunker;3763.00;9.93;2073.00;4.42;0
577;bunker;3690.00;9.70;2036.00;4.07;0
577;bunker;3607.00;9.75;2058.00;1.91;0
577;bunker;3724.00;9.78;2025.00;6.13;0
577;bunker;3745.00;9.95;2071.00;5.18;0
577;bunker;3643.00;9.70;2050.00;4.58;0
577;synthetic_refinery;3718.00;9.80;2056.00;3.02;0
577;nuclear_reactor;3617.00;9.65;2022.00;1.47;0
578;bunker;3772.00;9.80;1973.00;2.95;0
578;bunker;3786.00;9.80;1986.00;0.89;0
578;bunker;3808.00;9.95;1978.00;1.39;0
578;bunker;3669.00;9.75;1991.00;6.13;0
578;bunker;3754.00;9.70;1976.00;3.97;0
578;bunker;3730.00;9.70;1983.00;1.91;0
578;synthetic_refinery;3771.00;9.80;1974.00;5.09;0
578;rocket_site;3758.00;9.80;1967.00;0.87;0
579;arms_factory;3562.00;9.60;2132.00;5.45;0
579;arms_factory;3570.00;9.60;2162.00;5.55;0
579;arms_factory;3549.00;9.60;2236.00;3.39;0
579;arms_factory;3554.00;9.65;2130.00;1.23;0
579;arms_factory;3526.00;9.60;2161.00;1.33;0
579;arms_factory;3589.00;9.60;2234.00;5.46;0
579;air_base;3540.00;9.60;2265.00;4.51;0
579;naval_base;3535.00;9.50;2190.00;-2.28;13193
579;bunker;3541.00;9.60;2263.00;1.39;0
579;bunker;3528.00;9.68;2128.00;4.42;0
579;bunker;3587.00;9.65;2102.00;4.07;0
579;bunker;3534.00;9.60;2136.00;1.91;0
579;coastal_bunker;3534.00;9.50;2205.00;-1.11;0
579;synthetic_refinery;3598.00;9.60;2178.00;0.96;0
579;fuel_silo;3554.00;9.60;2218.00;3.63;0
579;radar_station;3535.00;9.50;2191.00;4.86;0
579;rocket_site;3559.00;9.60;2177.00;3.02;0
579;nuclear_reactor;3585.00;9.60;2128.00;5.69;0
580;bunker;3489.00;9.85;2050.00;4.42;0
580;bunker;3573.00;9.82;2076.00;5.62;0
580;bunker;3517.00;9.60;2043.00;3.46;0
580;bunker;3563.00;9.70;2057.00;5.02;0
580;bunker;3509.00;9.65;2093.00;1.40;0
580;bunker;3415.00;9.68;2083.00;4.07;0
580;bunker;3446.00;9.62;2101.00;2.01;0
580;bunker;3493.00;9.62;2007.00;3.97;0
580;bunker;3465.00;9.78;2057.00;5.18;0
580;bunker;3541.00;9.73;2081.00;4.58;0
580;bunker;3439.00;9.70;2074.00;3.63;0
580;bunker;3537.00;9.75;2033.00;2.07;0
580;synthetic_refinery;3448.00;9.80;2093.00;2.07;0
580;fuel_silo;3465.00;9.60;2074.00;6.20;0
580;radar_station;3499.00;9.70;2041.00;0.29;0
580;nuclear_reactor;3441.00;9.60;2086.00;0.52;0
581;bunker;3455.00;11.07;2137.00;3.46;0
581;bunker;3410.00;12.48;2113.00;4.07;0
581;rocket_site;3419.00;11.25;2112.00;0.36;0
582;air_base;3392.00;11.73;1896.00;3.46;0
582;bunker;3390.00;12.18;1893.00;1.91;0
582;bunker;3373.00;10.05;1899.00;1.91;0
582;rocket_site;3386.00;11.70;1894.00;2.07;0
582;nuclear_reactor;3374.00;10.20;1902.00;5.09;0
583;air_base;3457.00;10.00;1882.00;1.40;0
583;bunker;3493.00;10.10;1863.00;3.97;0
583;bunker;3476.00;9.82;1888.00;5.18;0
583;bunker;3463.00;10.00;1888.00;1.91;0
583;bunker;3484.00;9.80;1879.00;3.63;0
583;bunker;3462.00;10.10;1857.00;3.02;0
583;bunker;3490.00;10.00;1903.00;5.69;0
583;bunker;3470.00;10.10;1873.00;4.13;0
583;anti_air_building;3466.00;10.10;1860.00;0.87;0
583;anti_air_building;3485.00;9.80;1877.00;2.07;0
583;anti_air_building;3504.00;10.10;1873.00;6.20;0
583;synthetic_refinery;3452.00;10.05;1864.00;2.58;0
583;radar_station;3465.00;10.10;1859.00;5.81;0
583;rocket_site;3455.00;10.10;1868.00;4.64;0
583;nuclear_reactor;3496.00;10.10;1862.00;5.85;0
587;bunker;3344.00;9.60;1747.00;4.13;0
588;bunker;3636.00;9.80;1886.00;6.20;0
588;bunker;3648.00;9.80;1871.00;5.85;0
588;bunker;3678.00;9.95;1848.00;2.59;0
588;bunker;3636.00;9.80;1865.00;1.03;0
588;synthetic_refinery;3663.00;9.80;1869.00;5.76;0
588;fuel_silo;3623.00;9.80;1875.00;2.14;0
590;bunker;3554.00;9.90;1897.00;0.87;0
590;bunker;3532.00;9.82;1914.00;0.52;0
590;bunker;3593.00;9.80;1877.00;4.64;0
590;bunker;3554.00;9.90;1915.00;5.85;0
590;bunker;3579.00;10.12;1864.00;5.76;0
590;bunker;3520.00;9.82;1885.00;2.14;0
590;bunker;3532.00;9.80;1894.00;4.21;0
590;synthetic_refinery;3586.00;10.10;1865.00;5.32;0
637;air_base;4850.00;10.50;1958.00;0.97;0
637;naval_base;4875.00;9.60;2021.00;-1.75;1673
637;naval_base;4786.00;9.60;1945.00;-2.80;3424
637;bunker;4816.00;10.30;1945.00;2.59;0
637;coastal_bunker;4793.00;9.60;1953.00;-1.43;0
637;dockyard;4880.00;9.60;1999.00;-0.52;0
637;synthetic_refinery;4791.00;9.68;1932.00;2.15;0
637;fuel_silo;4840.00;10.75;1972.00;6.28;0
637;nuclear_reactor;4853.00;10.03;2000.00;2.05;0
651;air_base;3338.00;10.00;1936.00;1.20;0
651;bunker;3326.00;9.70;1938.00;5.32;0
651;bunker;3351.00;9.80;1924.00;0.06;0
655;air_base;4591.00;9.60;1872.00;5.83;0
655;naval_base;4585.00;9.50;1874.00;-2.36;2510
655;coastal_bunker;4588.00;9.50;1888.00;-2.36;0
