language,filename,relative_path,key_count
japanese,BSM_VP_l_japanese.yml,japanese/replace/bakasekai/BSM_VP_l_japanese.yml,24
japanese,BSM_adjacency_rules_l_japanese.yml,japanese/replace/bakasekai/BSM_adjacency_rules_l_japanese.yml,104
japanese,BSM_ideas_l_japanese.yml,japanese/replace/bakasekai/BSM_ideas_l_japanese.yml,44
japanese,BSM_state_l_japanese.yml,japanese/replace/bakasekai/BSM_state_l_japanese.yml,151
japanese,BSM_strategic_region_l_japanese.yml,japanese/replace/bakasekai/BSM_strategic_region_l_japanese.yml,0
japanese,JPN_l_japanese.yml,japanese/replace/bakasekai/JPN_l_japanese.yml,111
japanese,NSI_l_japanese.yml,japanese/replace/bakasekai/NSI_l_japanese.yml,18
japanese,SPL_l_japanese.yml,japanese/replace/bakasekai/SPL_l_japanese.yml,31
japanese,bakasekai_l_japanese.yml,japanese/replace/bakasekai/bakasekai_l_japanese.yml,286
japanese,battle3_l_japanese.yml,japanese/replace/bakasekai/battle3_l_japanese.yml,182
japanese,bsm_character_l_japanese.yml,japanese/replace/bakasekai/bsm_character_l_japanese.yml,3
japanese,character_l_japanese.yml,japanese/replace/bakasekai/character_l_japanese.yml,49
japanese,chile_l_japanese.yml,japanese/replace/bakasekai/chile_l_japanese.yml,274
japanese,chn_civilwar_l_japanese.yml,japanese/replace/bakasekai/chn_civilwar_l_japanese.yml,38
japanese,event_og_l_japanese.yml,japanese/replace/bakasekai/event_og_l_japanese.yml,2
japanese,focustree_japan_l_japanese.yml,japanese/replace/bakasekai/focustree_japan_l_japanese.yml,136
japanese,focustree_nankyoku_l_japanese.yml,japanese/replace/bakasekai/focustree_nankyoku_l_japanese.yml,54
japanese,focustree_promise-tree_l_japanese.yml,japanese/replace/bakasekai/focustree_promise-tree_l_japanese.yml,16
japanese,focustree_wes-2_l_japanese.yml,japanese/replace/bakasekai/focustree_wes-2_l_japanese.yml,291
japanese,focustree_wes-sahara_l_japanese.yml,japanese/replace/bakasekai/focustree_wes-sahara_l_japanese.yml,50
japanese,macdonald_l_japanese.yml,japanese/replace/bakasekai/macdonald_l_japanese.yml,241
japanese,mystery_l_japanese.yml,japanese/replace/bakasekai/mystery_l_japanese.yml,56
japanese,super_localisation_l_japanese.yml,japanese/replace/bakasekai/super_localisation_l_japanese.yml,24
japanese,usa_l_japanese.yml,japanese/replace/bakasekai/usa_l_japanese.yml,29
japanese,wes_l_japanese.yml,japanese/replace/bakasekai/wes_l_japanese.yml,455
japanese,countries_cosmetic_l_japanese.yml,japanese/replace/countries_cosmetic_l_japanese.yml,0
japanese,countries_l_japanese.yml,japanese/replace/countries_l_japanese.yml,0
japanese,focus_l_japanese.yml,japanese/replace/focus_l_japanese.yml,2409
japanese,loading_tips_l_japanese.yml,japanese/replace/loading_tips_l_japanese.yml,259
japanese,mystery_countries_l_japanese.yml,japanese/replace/mystery_countries_l_japanese.yml,0
japanese,mystery_parties_l_japanese.yml,japanese/replace/mystery_parties_l_japanese.yml,0
japanese,province_names_l_japanese.yml,japanese/replace/province_names_l_japanese.yml,22
japanese,state_l_japanese.yml,japanese/replace/state_l_japanese.yml,67
japanese,strategic_region_l_japanese.yml,japanese/replace/strategic_region_l_japanese.yml,0
