#12, 794
#35, 362
#45, 783
#50, 451
#54, 1067
#60, 1771
#67, 1401
#72, 1415
#85, 489
#97, 473
#111, 507
#122, 501
#161, 1150
#177, 1245
#196, 575
#208, 855
#276, 709
#306, 2228
#307, 1329
#376, 1164
#390, 1086
#397, 1220
#443, 1321
#495, 194
#497, 887
#508, 169
#520, 1100
#528, 1557
#530, 300
#544, 1160
#545, 1160
#552, 1135
#584, 1419
#602, 1592
#604, 874
#605, 341
#610, 1615
#620, 973
#641, 1577
#653, 2121
#657, 1228
#683, 1329
#701, 756
#708, 1212
#709, 1212
#727, 1567
#762, 1766
#796, 396
#798, 391
#802, 1360
#805, 1404
#864, 821
#983, 451
#984, 574
#985, 1264
#1002, 564
#1019, 628
#1061, 1679
#1114, 664
#1137, 260
#1243, 686
#1298, 248
#1308, 1050
#1312, 877
#1325, 913
#1376, 2201
#1377, 2201
#1385, 1859
#1397, 2307
#1413, 100
#1421, 923
#1426, 574
#1431, 1327
#1432, 709
#1434, 710
#1441, 1334
#1450, 1311
#1453, 637
#1455, 661
#1456, 662
#1456, 663
#1457, 1280
#1467, 1271
#1475, 946
#1476, 1837
#1482, 1054
#1483, 1578
#1484, 1051
#1486, 1277
#1487, 1274
#1490, 1286
#1511, 1733
#1513, 1303
#1513, 1732
#1524, 1357
#1534, 2432
2647, 1096
2674, 214
2678, 221
2680, 226
2680, 368
2681, 226
2682, 1108
2687, 236
2693, 790
2695, 1646
2707, 252
2707, 305
2717, 1722
2717, 2285
2734, 162
2734, 163
2737, 1878
2751, 2327
2765, 925
2770, 923
2771, 924
2773, 929
2779, 2285
2780, 970
2789, 2298
2794, 640
2805, 1200
2811, 270
2816, 487
2818, 420
2819, 419
2822, 965
2825, 1612
2831, 404
2835, 997
2836, 998
2838, 398
2838, 1010
2839, 417
2839, 619
2843, 1011
2849, 2115
2867, 400
2868, 399
2874, 665
2882, 146
2897, 1641
2900, 1863
2904, 281
2906, 1028
2907, 391
2913, 324
2915, 317
2916, 1048
2924, 1062
2927, 335
2927, 402
2945, 1049
2947, 388
2947, 389
2958, 1331
2960, 1011
2963, 1287
2972, 375
2975, 106
3001, 1877
3004, 318
3005, 1785
3006, 1777
3012, 1695
3012, 1696
3015, 1696
3016, 1789
3017, 1790
3018, 889
3019, 1695
3024, 1246
3025, 566
3026, 615
3030, 1542
3032, 1656
3033, 1655
3033, 1656
3034, 1656
3037, 809
3040, 1696
3041, 1695
3048, 747
3049, 756
3053, 1843
3054, 1845
3057, 1188
3057, 1189
3108, 684
3129, 470
3143, 866
3145, 2232
3161, 263
3165, 1666
3191, 1971
3197, 678
3220, 1807
3222, 612
3230, 1902
3231, 146
3233, 2074
3237, 941
3242, 914
3246, 140
3255, 1854
3256, 1967
3267, 893
3268, 1927
3275, 176
3279, 921
3309, 960
3335, 317
3340, 143
3374, 131
3377, 132
3396, 420
3405, 2125
3423, 258
3450, 1011
3451, 1012
3452, 482
3514, 432
3522, 1842
3538, 238
3540, 2309
3552, 485
3566, 796
3578, 1065
3586, 991
3586, 1311
3594, 1324
3595, 203
3628, 1876
3636, 1911
3694, 1164
3722, 1293
3729, 390
3745, 225
3772, 2282
3773, 2284
3790, 1862
3796, 1287
3799, 1813
3800, 2292
3809, 668
3852, 2030
3879, 1469
3882, 1471
3895, 334
3952, 2071
3974, 1296
3974, 1983
4006, 1574
4021, 2126
4022, 2125
4038, 1501
4047, 1054
4053, 2358
4061, 1944
4065, 714
4075, 1432
4080, 780
4080, 1426
4084, 1827
4113, 2366
4119, 1278
4122, 2249
4132, 1690
4134, 1221
4139, 1279
4142, 1835
4151, 1271
4161, 2292
4163, 1645
4164, 265
4167, 1235
4226, 1533
4240, 1270
4246, 322
4247, 1025
4257, 2304
4261, 1284
4263, 1208
4273, 1453
4274, 1565
4278, 999
4278, 1068
4281, 1572
4293, 1339
4293, 1363
4317, 948
4346, 1807
4399, 735
4402, 364
4416, 1052
4475, 871
4504, 733
4504, 734
4509, 269
4512, 746
4532, 745
4532, 750
4533, 751
4534, 752
4547, 180
4560, 1336
4585, 891
4655, 909
4657, 1694
4698, 899
4700, 1166
4700, 1167
4755, 633
4757, 624
4798, 1936
4846, 1845
4861, 720
4885, 584
4888, 646
4890, 887
4892, 813
4918, 868
4933, 939
4961, 143
4970, 2038
5005, 885
5013, 840
5028, 1189
5045, 584
5046, 584
5046, 1850
5049, 1847
5055, 1826
5059, 902
5086, 1924
5089, 723
5093, 757
5100, 2120
