hull_id,source_path,parent_id,archetype_id,inheritance_source,module_slots_mode,declared_slots,inherited_slot_entries,overridden_slots,new_slots,effective_slots,fixed_slots,custom_slots,front_slots,mid_slots,rear_slots,optional_slots,other_slots,effective_slot_ids
ship_hull_heavy_1,bakasekai/common/units/ship_hull_heavy.txt,ship_hull_pre_dreadnought,ship_hull_heavy,ship_hull_pre_dreadnought,block,11,0,10,1,11,7,4,1,2,1,0,0,fixed_ship_battery_slot;fixed_ship_anti_air_slot;fixed_ship_fire_control_system_slot;fixed_ship_radar_slot;fixed_ship_engine_slot;fixed_ship_secondaries_slot;fixed_ship_armor_slot;front_1_custom_slot;mid_1_custom_slot;mid_2_custom_slot;rear_1_custom_slot
ship_hull_heavy_2,bakasekai/common/units/ship_hull_heavy.txt,ship_hull_heavy_1,ship_hull_heavy,ship_hull_heavy_1,block,11,7,4,0,11,7,4,1,2,1,0,0,fixed_ship_battery_slot;fixed_ship_anti_air_slot;fixed_ship_fire_control_system_slot;fixed_ship_radar_slot;fixed_ship_engine_slot;fixed_ship_secondaries_slot;fixed_ship_armor_slot;front_1_custom_slot;mid_1_custom_slot;mid_2_custom_slot;rear_1_custom_slot
ship_hull_heavy_3,bakasekai/common/units/ship_hull_heavy.txt,ship_hull_heavy_2,ship_hull_heavy,ship_hull_heavy_2,block,12,7,4,1,12,7,5,1,3,1,0,0,fixed_ship_battery_slot;fixed_ship_anti_air_slot;fixed_ship_fire_control_system_slot;fixed_ship_radar_slot;fixed_ship_engine_slot;fixed_ship_secondaries_slot;fixed_ship_armor_slot;front_1_custom_slot;mid_1_custom_slot;mid_2_custom_slot;mid_3_custom_slot;rear_1_custom_slot
ship_hull_heavy_4,bakasekai/common/units/ship_hull_heavy.txt,ship_hull_heavy_3,ship_hull_heavy,ship_hull_heavy_3,block,12,7,5,0,12,7,5,1,3,1,0,0,fixed_ship_battery_slot;fixed_ship_anti_air_slot;fixed_ship_fire_control_system_slot;fixed_ship_radar_slot;fixed_ship_engine_slot;fixed_ship_secondaries_slot;fixed_ship_armor_slot;front_1_custom_slot;mid_1_custom_slot;mid_2_custom_slot;mid_3_custom_slot;rear_1_custom_slot
ship_hull_light,bakasekai/common/units/ship_hull_light.txt,,,,block,8,0,0,8,8,6,2,0,1,1,0,0,fixed_ship_battery_slot;fixed_ship_anti_air_slot;fixed_ship_fire_control_system_slot;fixed_ship_radar_slot;fixed_ship_torpedo_slot;fixed_ship_engine_slot;mid_1_custom_slot;rear_1_custom_slot
ship_hull_light_1,bakasekai/common/units/ship_hull_light.txt,,ship_hull_light,ship_hull_light,inherit,0,0,0,0,8,6,2,0,1,1,0,0,fixed_ship_battery_slot;fixed_ship_anti_air_slot;fixed_ship_fire_control_system_slot;fixed_ship_radar_slot;fixed_ship_torpedo_slot;fixed_ship_engine_slot;mid_1_custom_slot;rear_1_custom_slot
ship_hull_light_2,bakasekai/common/units/ship_hull_light.txt,ship_hull_light_1,ship_hull_light,ship_hull_light_1,block,8,6,2,0,8,6,2,0,1,1,0,0,fixed_ship_battery_slot;fixed_ship_anti_air_slot;fixed_ship_fire_control_system_slot;fixed_ship_radar_slot;fixed_ship_torpedo_slot;fixed_ship_engine_slot;mid_1_custom_slot;rear_1_custom_slot
ship_hull_light_3,bakasekai/common/units/ship_hull_light.txt,ship_hull_light_2,ship_hull_light,ship_hull_light_2,block,9,6,2,1,9,6,3,1,1,1,0,0,fixed_ship_battery_slot;fixed_ship_anti_air_slot;fixed_ship_fire_control_system_slot;fixed_ship_radar_slot;fixed_ship_torpedo_slot;fixed_ship_engine_slot;front_1_custom_slot;mid_1_custom_slot;rear_1_custom_slot
ship_hull_light_4,bakasekai/common/units/ship_hull_light.txt,ship_hull_light_3,ship_hull_light,ship_hull_light_3,block,10,6,3,1,10,6,4,1,2,1,0,0,fixed_ship_battery_slot;fixed_ship_anti_air_slot;fixed_ship_fire_control_system_slot;fixed_ship_radar_slot;fixed_ship_torpedo_slot;fixed_ship_engine_slot;front_1_custom_slot;mid_1_custom_slot;mid_2_custom_slot;rear_1_custom_slot
ship_hull_midget_submarine,bakasekai/common/units/ship_hull_submarine.txt,,ship_hull_submarine,ship_hull_submarine,block,2,2,0,0,2,2,0,0,0,0,0,0,fixed_ship_engine_slot;fixed_ship_torpedo_slot
ship_hull_pre_dreadnought,bakasekai/common/units/ship_hull_heavy.txt,,ship_hull_heavy,ship_hull_heavy,block,10,7,3,0,10,7,3,1,1,1,0,0,fixed_ship_battery_slot;fixed_ship_anti_air_slot;fixed_ship_fire_control_system_slot;fixed_ship_radar_slot;fixed_ship_engine_slot;fixed_ship_secondaries_slot;fixed_ship_armor_slot;front_1_custom_slot;mid_1_custom_slot;rear_1_custom_slot
ship_hull_submarine,bakasekai/common/units/ship_hull_submarine.txt,,,,block,3,0,0,3,3,2,1,0,0,1,0,0,fixed_ship_torpedo_slot;fixed_ship_engine_slot;rear_1_custom_slot
ship_hull_submarine_1,bakasekai/common/units/ship_hull_submarine.txt,,ship_hull_submarine,ship_hull_submarine,inherit,0,0,0,0,3,2,1,0,0,1,0,0,fixed_ship_torpedo_slot;fixed_ship_engine_slot;rear_1_custom_slot
ship_hull_submarine_2,bakasekai/common/units/ship_hull_submarine.txt,ship_hull_submarine_1,ship_hull_submarine,ship_hull_submarine_1,block,3,2,1,0,3,2,1,0,0,1,0,0,fixed_ship_torpedo_slot;fixed_ship_engine_slot;rear_1_custom_slot
ship_hull_submarine_3,bakasekai/common/units/ship_hull_submarine.txt,ship_hull_submarine_2,ship_hull_submarine,ship_hull_submarine_2,block,5,2,1,2,5,2,3,1,1,1,0,0,fixed_ship_torpedo_slot;fixed_ship_engine_slot;front_1_custom_slot;mid_1_custom_slot;rear_1_custom_slot
ship_hull_submarine_4,bakasekai/common/units/ship_hull_submarine.txt,ship_hull_submarine_3,ship_hull_submarine,ship_hull_submarine_3,block,5,2,3,0,5,2,3,1,1,1,0,0,fixed_ship_torpedo_slot;fixed_ship_engine_slot;front_1_custom_slot;mid_1_custom_slot;rear_1_custom_slot
ship_hull_super_heavy_1,bakasekai/common/units/ship_hull_heavy.txt,,ship_hull_heavy,ship_hull_heavy,block,14,0,11,3,14,7,7,2,3,2,0,0,fixed_ship_battery_slot;fixed_ship_anti_air_slot;fixed_ship_fire_control_system_slot;fixed_ship_radar_slot;fixed_ship_engine_slot;fixed_ship_secondaries_slot;fixed_ship_armor_slot;front_1_custom_slot;front_2_custom_slot;mid_1_custom_slot;mid_2_custom_slot;mid_3_custom_slot;rear_1_custom_slot;rear_2_custom_slot
